"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"28412305","28412305","28412305","28412305","28412305","28412305","28412305","28412305","28412300","28412300","28412300","28412300","28412300","28412300","28412300"
"28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410","28412410"
"28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470","28412470"
"28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120","28413120"
"28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140","28413140"
"28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160","28413160"
"28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180","28413180"
"28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240","28413240"
"28413260","28413260","28413260","28413260","28413260","28413260","28413260","28413261","28413261","28413261","28413261","28413261","28413261","28413261","28413261"
"28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280","28413280"
"28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310","28413310"
"28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320","28413320"
"28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350","28413350"
"28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360","28413360"
NA,NA,NA,NA,NA,NA,NA,"28413410","28413410","28413410","28413410","28413410","28413410","28413410","28413410"
NA,NA,NA,NA,NA,NA,NA,NA,"28413430","28413430","28413430","28413430","28413430","28413430","28413430"
"28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450","28413450"
"28414070","28414070","28414070","28414070","28414070","28414070","28414070","28414070","28414000","28414000","28414000","28414000","28414000","28414000","28414000"
"28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030","28414030"
"28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050","28414050"
"28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130","28491130"
"28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150","28491150"
"28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170","28491170"
"28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220","28491220"
NA,NA,NA,NA,NA,NA,NA,"28491237","28491240","28491240","28491240","28491240","28491240","28491240","28491240"
"28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283","28491283"
"28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287","28491287"
"28491210","28491210","28491210","28491210","28491210","28491210","28491210","28491210","28491290","28491290","28491290","28491290","28491290","28491290","28491290"
"28412213","28412213","28412213","28412213","28412213","28412213","28412213","28491310","28491310","28491310","28491310","28491310","28491310","28491310","28491310"
"28412235","28412235","28412235","28412235","28412235","28412235","28412235","28491320","28491320","28491320","28491320","28491320","28491320","28491320","28491320"
"28413220","28413220","28413220","28413220","28413220","28413220","28413220","28491340","28491340","28491340","28491340","28491340","28491340","28491340","28491340"
"28492140","28492140","28492140","28492140","28492140","28492140","28492140","28492140","28492100","28492100","28492100","28492100","28492100","28492100","28492100"
"28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110","28492110"
"28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150","28492150"
"28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230","28492230"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28492350","28492350","28492350","28492350"
"28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430","28492430"
"28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450","28492450"
"28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130","28911130"
"28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153","28911153"
"28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230","28911230"
"28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250","28911250"
"28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270","28911270"
"28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100","28921100"
"28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233","28921233"
"28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253","28921253"
"28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255","28921255"
"28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130","28922130"
NA,"28922530","28922530","28922530","28922530","28922530","28922530","28922430","28922430","28922430","28922430","28922430","28922430","28922430","28922430"
"28922550","28922550","28922550","28922550","28922550","28922550","28922550","28922450","28922450","28922450","28922450","28922450","28922450","28922450","28922450"
"28922600","28922600","28922600","28922600","28922600","28922600","28922600","28922500","28922500","28922500","28922500","28922500","28922500","28922500","28922500"
NA,NA,NA,NA,NA,"28922730","28922730","28922630","28922630","28922630","28922630","28922630","28922630","28922630","28922630"
"28922750","28922750","28922750","28922750","28922750","28922750","28922750","28922650","28922650","28922650","28922650","28922650","28922650","28922650","28922650"
"28922800","28922800","28922800","28922800","28922800","28922800","28922800","28922700","28922700","28922700","28922700","28922700","28922700","28922700","28922700"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28922810","28922810","28922810","28922810","28922810","28922810"
"28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030","28923030"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"28923050","28923050","28923050","28923050","28923050","28923050"
"28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070","28923070"
"28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090","28923090"
"28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030","28924030"
"28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050","28924050"
"28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070","28924070"
"28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130","28926130"
"28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150","28926150"
"28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200","28926200"
"28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200","28931200"
"28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300","28931300"
"28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400","28931400"
"28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530","28931530"
"28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560","28931560"
"28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580","28931580"
"28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600","28931600"
"28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713","28931713"
"28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715","28931715"
"28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720","28931720"
"28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730","28931730"
"28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740","28931740"
"28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750","28931750"
"28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760","28931760"
"28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770","28931770"
"28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780","28931780"
"28931900","28931900","28931900","28931900","28931900","28931900","28931900","28931800","28931800","28931800","28931800","28931800","28931800","28931800","28931800"
"28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000","28932000"
"28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100","28933100"
"28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200","28933200"
"28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300","28933300"
"28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400","28933400"
"28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100","28941100"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28941200","28941200","28941200","28941200"
"28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510","28941510"
NA,NA,NA,NA,NA,"28941530","28941530","28941530","28941530","28941530","28941530","28941530","28941530","28941530","28941530"
"28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110","28942110"
"28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130","28942130"
"28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150","28942150"
"28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170","28942170"
"28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180","28942180"
"28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230","28942230"
NA,NA,NA,NA,NA,NA,NA,NA,"28942430","28942430","28942430","28942430","28942430","28942430","28942430"
"28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030","28943030"
"28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050","28943050"
"28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070","28943070"
"28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110","28945110"
"28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130","28945130"
"28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150","28945150"
NA,"28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210","28945210"
"28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220","28945220"
NA,"28945270","28945270","28945260","28945260","28945260","28945260","28945260","28945260","28945260","28945260","28945260","28945260","28945260","28945260"
"28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280","28945280"
"28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113","28951113"
"28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115","28951115"
"28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117","28951117"
"28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133","28951133"
NA,NA,NA,"28951135","28951135","28951135","28951135","28951135","28951135","28951135","28951135","28951135","28951135","28951135","28951135"
"28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140","28951140"
"28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150","28951150"
"28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160","28951160"
"28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190","28951190"
NA,NA,"28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230","28951230"
"28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250","28951250"
"28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270","28951270"
"28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010","28961010"
"28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030","28961030"
"28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040","28961040"
"28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073","28961073"
"28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075","28961075"
"28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093","28961093"
"28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095","28961095"
"28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097","28961097"
"28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000","28962000"
NA,NA,NA,"28963000","28963000","28963000","28963000","28963000","28963000","28963000","28963000","28963000","28963000","28963000","28963000"
"28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110","28991110"
"28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190","28991190"
"28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200","28991200"
"28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330","28991330"
"28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390","28991390"
"28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430","28991430"
"28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490","28991490"
NA,NA,NA,NA,NA,NA,NA,"28992020","28992020","28992020","28992020","28992020","28992020","28992020","28992020"
"28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040","28992040"
"28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060","28992060"
"28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130","28993130"
"28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150","28993150"
"28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200","28993200"
"28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905","28993905"
NA,"28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910","28993910"
"28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915","28993915"
"28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920","28993920"
"28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930","28993930"
"28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935","28993935"
"28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940","28993940"
"28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945","28993945"
"28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950","28993950"
"28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953","28993953"
"28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965","28993965"
"28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970","28993970"
"28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000","28994000"
"28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100","28995100"
"28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230","28995230"
"28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280","28995280"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"29101100","29101100","29101100","29101100","29101100","29101100"
"29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200","29101200"
"29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250","29102250"
"29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310","29102310"
"29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330","29102330"
"29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353","29102353"
"29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355","29102355"
"29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000","29103000"
"29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110","29104110"
"29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130","29104130"
"29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140","29104140"
"29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200","29104200"
"29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300","29104300"
"29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400","29104400"
"29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930","29105930"
"29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950","29105950"
"29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990","29105990"
"29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030","29201030"
"29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100","29202100"
"29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300","29202300"
"29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030","29203030"
"29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050","29203050"
"29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070","29203070"
"29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090","29203090"
"29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010","29204010"
"29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020","29204020"
"29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000","29205000"
"29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000","29311000"
"29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130","29312130"
"29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170","29312170"
"29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230","29312230"
"29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250","29312250"
"29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270","29312270"
"29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310","29312310"
"29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330","29312330"
"29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350","29312350"
"29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370","29312370"
"29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030","29313030"
"29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080","29313080"
"29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000","29321000"
"29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030","29322030"
"29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050","29322050"
"29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010","29323010"
"29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020","29323020"
"29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033","29323033"
"29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036","29323036"
"29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040","29323040"
"29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050","29323050"
"29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061","29323061"
"29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063","29323063"
"29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065","29323065"
"29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067","29323067"
"29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090","29323090"
"30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010","30111010"
"30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020","30111020"
"30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130","30112130"
"30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150","30112150"
NA,NA,NA,NA,"30112430","30112430","30112430","30112430","30112430","30112430","30112430","30112430","30112430","30112430","30112430"
"30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130","30113130"
NA,NA,NA,NA,NA,"30113200","30113200","30113200","30113200","30113200","30113200","30113200","30113200","30113200","30113200"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"30113330","30113330","30113330","30113330","30113330","30113330"
"30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350","30113350"
"30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030","30114030"
"30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050","30114050"
"30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000","30115000"
"30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100","30119100"
