"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291905","07291905","07291905","07291905","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291910","07291910","07291910","07291910","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291915","07291915","07291915","07291915","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291920","07291920","07291920","07291920","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291925","07291925","07291925","07291925","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291926","07291926","07291926","07291926","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291930","07291930","07291930","07291930","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291935","07291935","07291935","07291935","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291940","07291940","07291940","07291940","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291945","07291945","07291945","07291945","07291905"
"07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291900","07291990","07291990","07291990","07291990","07291905"
"08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111220","08111220","08111220","08111220","08111220"
"08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111290","08111260","08111260","08111260","08111260","08111220"
"08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121235","08121235","08121235","08121235","08121235"
"08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121230","08121240","08121240","08121240","08121240","08121235"
"08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140"
"08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122255","08122255","08122255","08122255","08122255"
"08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122260","08122260","08122260","08122260","08122255"
"08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122270","08122270","08122270","08122270","08122255"
"08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122250","08122280","08122280","08122280","08122280","08122255"
NA,NA,"10412100","10412100","10412100","10412100","10412100","10412910","10412910","10412910","10412910","10412910","10412910","10412910","28231000"
NA,NA,NA,NA,NA,"10412800","10412800","10412910","10412910","10412910","10412910","10412910","10412910","10412910","28231000"
"10412900","10412900","10412900","10412900","10412900","10412900","10412900","10412910","10412910","10412910","10412910","10412910","10412910","10412910","28231000"
"10891940","10891940","10891940","10891940","10891940","10891940","10891940","10831500","10831500","10831500","10831500","10831500","10831500","10831500","10831500"
"10851900","10851900","10851900","10851900","10851900","10851900","10851900","10851910","10851910","10851910","10851910","10851910","10851910","10851910","10851910"
"10851900","10851900","10851900","10851900","10851900","10851900","10851900","10891600","10891600","10891600","10891600","10891600","10891600","10891600","10851910"
"10891940","10891940","10891940","10891940","10891940","10891940","10891940","10891700","10891700","10891700","10891700","10891700","10891700","10891700","10831500"
"10891940","10891940","10891940","10891940","10891940","10891940","10891940","10891950","10891950","10891950","10891950","10891950","10891950","10891950","10831500"
"13922990","13922990","13922990","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922998","13922998","13922998"
"13922990","13922990","13922990","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","32991170","32991170","13922998"
"13922990","13922990","13922990","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","13922999","32991179","32991179","13922998"
NA,"","14134000","14134000","14134000","14134000","14134000","14134000","14134000","14134000","14134000","14134000","14134000","14134000","28231000"
"14192100","14192100","14192100","14192150","14192150","14192150","14192150","14192150","14192150","14192150","14192150","14192150","14192150","14192150","14192150"
"14192393","14192393","14192393","14192393","14192393","14192393","14192396","14192396","14192396","14192396","14192396","14192396","14192396","14192396","14192396"
"14192395","14192395","14192395","14192395","14192395","14192395","14192396","14192396","14192396","14192396","14192396","14192396","14192396","14192396","14192396"
"15121100","15121100","15121100","15121100","15121100","15121100","15121100","15121110","15121110","15121110","15121110","15121110","15121110","15121110","15121110"
"32992200","32992200","32992200","32992200","32992200","32992200","32992200","15121110","15121110","15121110","15121110","15121110","15121110","15121110","15121110"
"16101033","16101033","16101033","16101033","16101033","16101033","16101033","16101133","16101134","16101134","16101134","16101134","16101134","16101134","16101134"
"16101033","16101033","16101033","16101033","16101033","16101033","16101033","16101133","16101136","16101136","16101136","16101136","16101136","16101136","16101134"
"16101033","16101033","16101033","16101033","16101033","16101033","16101033","16101133","16101138","16101138","16101138","16101138","16101138","16101138","16101134"
"16211224","16211224","16211224","16211224","16211224","16211224","16211313","16211200","16211200","16211200","16211200","16211200","16211200","16211200","16211200"
"16211313","16211313","16211313","16211313","16211313","16211313","16211313","16211200","16211200","16211200","16211200","16211200","16211200","16211200","16211200"
"16211221","16211221","16211221","16211221","16211221","16211221","16211221","16211610","16211600","16211600","16211600","16211600","16211600","16211600","16211200"
"16211224","16211224","16211224","16211224","16211224","16211224","16211224","16211610","16211600","16211600","16211600","16211600","16211600","16211600","16211200"
"16211217","16211217","16211217","16211217","16211217","16211217","16211217","16211617","16211600","16211600","16211600","16211600","16211600","16211600","16211200"
"16211221","16211221","16211221","16211221","16211221","16211221","16211221","16211810","16211800","16211800","16211800","16211800","16211800","16211800","16211200"
"16211224","16211224","16211224","16211224","16211224","16211224","16211224","16211810","16211800","16211800","16211800","16211800","16211800","16211800","16211200"
"16211214","16211214","16211214","16211214","16211214","16211214","16211214","16211814","16211800","16211800","16211800","16211800","16211800","16211800","16211200"
"16212113","16212113","16212113","16212113","16212113","16212113","16212113","16212210","16212210","16212210","16212210","16212210","16212210","16212210","16212210"
"16212118","16212118","16212118","16212118","16212118","16212118","16212118","16212210","16212210","16212210","16212210","16212210","16212210","16212210","16212210"
"16212113","16212113","16212113","16212113","16212113","16212113","16212113","16212300","16212300","16212300","16212300","16212300","16212300","16212300","16212210"
"16212118","16212118","16212118","16212118","16212118","16212118","16212118","16212300","16212300","16212300","16212300","16212300","16212300","16212300","16212210"
"16212113","16212113","16212113","16212113","16212113","16212113","16212113","16212400","16212400","16212400","16212400","16212400","16212400","16212400","16212210"
"16212118","16212118","16212118","16212118","16212118","16212118","16212118","16212400","16212400","16212400","16212400","16212400","16212400","16212400","16212210"
"16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110"
"16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231110","16231900","16231900","16231900","16231900","16231900","16231110"
"16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231900","16231110"
"16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420"
"16291490","16291490","16291490","16291490","16291490","16291490","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420","16291420"
"16291490","16291490","16291490","16291490","16291490","16291490","16291491","16291491","16291491","16291491","16291491","16291491","16291491","16291491","16291420"
"16291490","16291490","16291490","16291490","16291490","16291490","16291410","16291500","16291500","16291500","16291500","16291500","16291500","16291500","16291420"
"18121990","18121990","18121990","17210000","17210000","17210000","17210000","17210000","17210000","17210000","17210000","17210000","17210000","17210000","17210000"
"13922990","13922990","13922990","13922993","13922993","13922993","13922993","13922993","13922993","13922993","17221260","17221260","17221260","17221260","13922998"
"14192100","14192100","14192100","14190000","14190000","14190000","14190000","14190000","14190000","14190000","17221270","17221270","17221270","17221270","14192150"
"13301410","13301410","13301410","18121621","18121621","18121621","18121621","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301420","13301420","13301420","18121622","18121622","18121622","18121622","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301430","13301430","13301430","18121623","18121623","18121623","18121623","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301440","13301440","13301440","18121624","18121624","18121624","18121624","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301450","13301450","13301450","18121625","18121625","18121625","18121625","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301460","13301460","13301460","18121626","18121626","18121626","18121626","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
NA,NA,"13301470","18121627","18121627","18121627","18121627","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
NA,NA,NA,NA,NA,NA,"18121628","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"13301490","13301490","13301490","18121629","18121629","18121629","18121629","18121610","18121610","18121610","18121610","18121610","18121610","18121610","28231000"
"18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","18121990","17210000"
"19202010","19202010","19202010","19202010","19202010","19202100","19202100","19202100","19202100","19202100","19202100","19202100","19202100","19202100","19202100"
"19202010","19202010","19202010","19202010","19202010","19202100","19202100","19202200","19202200","19202200","19202200","19202200","19202200","19202200","19202100"
"19202010","19202010","19202010","19202010","19202010","19202300","19202300","19202300","19202300","19202300","19202300","19202300","19202300","19202300","19202100"
"19202010","19202010","19202010","19202010","19202010","19202500","19202500","19202420","19202420","19202420","19202420","19202420","19202420","19202420","19202100"
"19202010","19202010","19202010","19202010","19202010","19202300","19202300","19202500","19202500","19202500","19202500","19202500","19202500","19202500","19202100"
"19202010","19202010","19202010","19202010","19202010","19202600","19202600","19202600","19202600","19202600","19202600","19202600","19202600","19202600","19202100"
"19202010","19202010","19202010","19202010","19202010","19202400","19202400","19202710","19202710","19202710","19202710","19202710","19202710","19202710","19202100"
"19202010","19202010","19202010","19202010","19202010","19202700","19202700","19202720","19202720","19202720","19202720","19202720","19202720","19202720","19202100"
"19202010","19202010","19202010","19202010","19202010","19202800","19202800","19202800","19202800","19202800","19202800","19202800","19202800","19202800","19202100"
"19203000","19203000","19203000","19203000","19203000","19203100","19203100","19203100","19203100","19203100","19203100","19203100","19203100","19203100","19203100"
"19203000","19203000","19203000","19203000","19203000","19203200","19203200","19203200","19203200","19203200","19203200","19203200","19203200","19203200","19203100"
"19203000","19203000","19203000","19203000","19203000","19203200","19203200","19203900","19203900","19203900","19203900","19203900","19203900","19203900","19203100"
"19204000","19204000","19204000","19204000","19204000","19204100","19204100","19204100","19204100","19204100","19204100","19204100","19204100","19204100","19204100"
"19204000","19204000","19204000","19204000","19204000","19204200","19204200","19204200","19204200","19204200","19204200","19204200","19204200","19204200","19204100"
"20122440","20122440","20122440","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450"
"20122470","20122470","20122470","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450","20122450"
"20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132160","20132160","20132160","20132160","20132160"
"20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132150","20132170","20132170","20132170","20132170","20132160"
"20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132462","20132462","20132462","20132462","20132462"
"20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132465","20132465","20132465","20132465","20132462"
"20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132460","20132469","20132469","20132469","20132469","20132462"
"20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132563","20132563","20132563","20132563","20132563"
"20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132560","20132565","20132565","20132565","20132565","20132563"
"20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133115","20133115","20133115","20133115","20133115"
"20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133110","20133119","20133119","20133119","20133119","20133115"
"20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133131","20133131","20133131","20133131","20133131"
"20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133132","20133132","20133132","20133132","20133131"
"20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133133","20133133","20133133","20133133","20133131"
"20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133134","20133134","20133134","20133134","20133131"
"20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133130","20133139","20133139","20133139","20133139","20133131"
"20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133171","20133171","20133171","20133171","20133171"
"20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133170","20133179","20133179","20133179","20133179","20133171"
"20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134162","20134162","20134162","20134162","20134162"
"20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134157","20134165","20134165","20134165","20134165","20134162"
"20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134211","20134211","20134211","20134211","20134211"
"20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134210","20134212","20134212","20134212","20134212","20134211"
NA,NA,"20135175","20135175","20135175","20135175","20135175","20135175","20135175","20135175","20135178","20135178","20135178","20135178","28231000"
NA,NA,"20135175","20135175","20135175","20135175","20135175","20135175","20135175","20135175","20135179","20135179","20135179","20135179","28231000"
"20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136410","20136410","20136410","20136410","20136410"
"20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136420","20136420","20136420","20136420","20136410"
"20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136430","20136430","20136430","20136430","20136410"
"20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136451","20136451","20136451","20136451","20136410"
"20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136450","20136490","20136490","20136490","20136490","20136410"
"20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165945","20165945","20165945","20165945","20165945"
"20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165940","20165950","20165950","20165950","20165950","20165945"
"20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165955","20165955","20165955","20165955","20165955"
"20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165960","20165965","20165965","20165965","20165965","20165955"
"20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220","20201220"
"20201220","20201220","20201220","20201220","20201220","20201220","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201220"
"20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201290","20201220"
"20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350","20201350"
"20201350","20201350","20201350","20201350","20201350","20201350","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201350"
"20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201350"
"20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430","20201430"
"20201430","20201430","20201430","20201430","20201430","20201430","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201430"
"20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201490","20201430"
"20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515","20201515"
"20201515","20201515","20201515","20201515","20201515","20201515","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201515"
"20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201590","20201515"
"20201350","20201350","20201350","20201350","20201350","20201350","20201370","20201370","20201370","20201600","20201600","20201600","20201600","20201600","20201350"
"20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201370","20201600","20201600","20201600","20201600","20201600","20201350"
NA,NA,NA,NA,"20521040","20521040","20521040","20521040","20521040","20521040","20521010","20521010","20521010","20521010","28231000"
"20521060","20521060","20521060","20521060","20521060","20521060","20521060","20521060","20521060","20521060","20521010","20521010","20521010","20521010","28231000"
"20594157","20594157","20594157","20594157","20594157","20594157","20594157","20594158","20594158","20594158","20594158","20594158","20594158","20594158","20594158"
"20594157","20594157","20594157","20594157","20594157","20594157","20594157","20594159","20594159","20594159","20594159","20594159","20594159","20594159","20594158"
"20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595662","20595662","20595662","20595662","20595662"
"20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595664","20595664","20595664","20595664","20595662"
"20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595666","20595666","20595666","20595666","20595662"
"20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595660","20595669","20595669","20595669","20595669","20595662"
"21202120","21202120","21202120","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125"
"21202140","21202140","21202140","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125","21202125"
"21202140","21202140","21202140","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202146","21202146","21202125"
"21202140","21202140","21202140","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202145","21202149","21202149","21202125"
"18121990","18121990","18121990","22210000","22210000","22210000","22210000","22210010","22210010","22210010","22210010","22210010","22210010","22210010","17210000"
"22213025","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026"
"22213029","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026","22213026"
"18121990","18121990","18121990","22220000","22220000","22220000","22220000","22220020","22220020","22220020","22220020","22220020","22220020","22220020","17210000"
"22221940","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950"
"22221990","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950","22221950"
"22291000","22291000","22291000","22291000","22291000","22291000","22291000","22291000","22291000","22291000","22291010","22291010","22291010","22291010","28231000"
NA,"32991190","32991190","32991190","32991190","32991190","32991190","32991190","32991190","32991190","22291010","22291010","22291010","22291010","28231000"
"22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292951","22292951","22292951"
"22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","22292950","32991160","32991160","22292951"
"22292990","22292990","22292990","22292990","22292990","22292990","22292990","22292995","22292995","22292995","22292995","22292995","22292996","22292996","22292996"
"18121990","18121990","18121990","23130000","23130000","23130000","23130000","23130030","23130030","23130030","23130030","23130030","23130030","23130030","17210000"
"23141210","23141210","23141210","23141162","23141162","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220"
"23141210","23141210","23141210","23141217","23141217","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220","23141220"
"23311010","23311010","23311010","23311010","23311010","23311010","23311010","23311010","23311000","23311000","23311000","23311000","23311000","23311000","23311000"
"23311030","23311030","23311050","23311050","23311050","23311050","23311050","23311050","23311000","23311000","23311000","23311000","23311000","23311000","23311000"
"23311057","23311057","23311050","23311050","23311050","23311050","23311050","23311050","23311000","23311000","23311000","23311000","23311000","23311000","23311000"
"23991253","23991253","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255"
"23991259","23991259","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255","23991255"
"08122140","08122140","08122140","08122140","08122140","08122140","08122140","08122140","23991940","23991940","23991940","23991940","23991940","23991940","08122140"
"24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101210","24101210","24101210","24101210","24101210"
"24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101220","24101220","24101220","24101220","24101210"
"24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101215","24101225","24101225","24101225","24101225","24101210"
"24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101235","24101235","24101235","24101235","24101235"
"24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101230","24101239","24101239","24101239","24101239","24101235"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101240","24101240","24101240","24101240","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101250","24101250","24101250","24101250","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101255","24101255","24101255","24101255","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101265","24101265","24101265","24101265","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101270","24101270","24101270","24101270","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101280","24101280","24101280","24101280","24101240"
"24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101290","24101295","24101295","24101295","24101295","24101240"
"24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412035","24412035","24412035","24412035","24412035"
"24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412030","24412040","24412040","24412040","24412040","24412035"
"24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413010","24413010","24413010","24413010","24413010"
"24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413015","24413015","24413015","24413015","24413010"
"24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413020","24413020","24413020","24413020","24413010"
"24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413030","24413025","24413025","24413025","24413025","24413010"
"24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413040","24413040","24413040","24413040","24413040"
"24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413045","24413045","24413045","24413045","24413040"
"24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413055","24413055","24413055","24413055","24413040"
"24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413060","24413060","24413060","24413060","24413040"
"24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413050","24413060","24413065","24413065","24413065","24413040"
"24421153","24421153","24421153","24421153","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154"
"24421155","24421155","24421155","24421155","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154","24421154"
"24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451110","24451110","24451110","24451110","24451110"
"24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451100","24451120","24451120","24451120","24451120","24451110"
"24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453024","24453024","24453024","24453024","24453024"
"24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453025","24453026","24453026","24453026","24453026","24453024"
"24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453035","24453035","24453035","24453035","24453035"
"24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453027","24453036","24453036","24453036","24453036","24453035"
"24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453065","24453065","24453065","24453065","24453065"
"24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453070","24453070","24453070","24453070","24453065"
"24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453071","24453071","24453071","24453071","24453065"
"24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453055","24453082","24453082","24453082","24453082","24453065"
"24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090","24521090"
"24521090","24521090","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24522000","24521090"
"25112330","25112330","25112330","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355"
"25112360","25112360","25112360","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355","25112355"
"25731020","25731020","25731020","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055"
"25731070","25731070","25731070","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055","25731055"
"25732095","25732095","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097"
"25732099","25732099","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097","25732097"
"25734065","25734065","25734065","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066"
"25734067","25734067","25734067","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066","25734066"
"18121990","18121990","18121990","25920000","25920000","25920000","25920000","25920040","25920040","25920040","25920040","25920040","25920040","25920040","17210000"
"25921230","25921230","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240"
"25921250","25921250","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240"
"25921280","25921280","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240","25921240"
"25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350","25921350"
"25921350","25921350","25921350","25921350","25921350","25921370","25921370","25921370","25921370","25921370","25921370","25921370","25921370","25921370","25921350"
"25931723","25931723","25931723","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724"
"25931725","25931725","25931725","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724","25931724"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941116","25941116","25941116","25941116","25941116","25941116","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941122","25941122","25941122","25941122","25941122","25941122","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941124","25941124","25941124","25941124","25941124","25941124","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941126","25941126","25941126","25941126","25941126","25941126","25941116"
