"","prodfra_n_moins1","prodfra_n","c_evol_prodfra","libel"
"1","05101000H0","05101000H0",0,"Prodfra perenne"
"2","05201000H0","05201000H0",0,"Prodfra perenne"
"3","06100000H0","06100000H0",0,"Prodfra perenne"
"4","06200000H0","06200000H0",0,"Prodfra perenne"
"5","0710100000","0710100000",0,"Prodfra perenne"
"6","07211000H0","07211000H0",0,"Prodfra perenne"
"7","0729110000","0729110000",0,"Prodfra perenne"
"8","0729120000","0729120000",0,"Prodfra perenne"
"9","0729130000","0729130000",0,"Prodfra perenne"
"10","0729140010","0729140010",0,"Prodfra perenne"
"11","0729140090","0729140090",0,"Prodfra perenne"
"12","0729150000","0729150000",0,"Prodfra perenne"
"13","0729190000","0729190000",0,"Prodfra perenne"
"14","0811113300","0811113300",0,"Prodfra perenne"
"15","0811113600","0811113600",0,"Prodfra perenne"
"16","0811115000","0811115000",0,"Prodfra perenne"
"17","0811123300","0811123300",0,"Prodfra perenne"
"18","0811123600","0811123600",0,"Prodfra perenne"
"19","0811125000","0811125000",0,"Prodfra perenne"
"20","0811129000","0811129000",0,"Prodfra perenne"
"21","0811203000","0811203000",0,"Prodfra perenne"
"22","0811205000","0811205000",0,"Prodfra perenne"
"23","0811301000","0811301010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"24","0811301000","0811301020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"25","0811303000","0811303000",0,"Prodfra perenne"
"26","0811400000","0811400000",0,"Prodfra perenne"
"27","0812115000","0812115000",0,"Prodfra perenne"
"28","0812119010","0812119010",0,"Prodfra perenne"
"29","0812119020","0812119020",0,"Prodfra perenne"
"30","0812119030","0812119030",0,"Prodfra perenne"
"31","0812119040","0812119040",0,"Prodfra perenne"
"32","0812119050","0812119050",0,"Prodfra perenne"
"33","0812119060","0812119060",0,"Prodfra perenne"
"34","0812119070","0812119070",0,"Prodfra perenne"
"35","0812121010","0812121010",0,"Prodfra perenne"
"36","0812121020","0812121020",0,"Prodfra perenne"
"37","0812121030","0812121030",0,"Prodfra perenne"
"38","0812121040","0812121040",0,"Prodfra perenne"
"39","0812121050","0812121050",0,"Prodfra perenne"
"40","0812121060","0812121060",0,"Prodfra perenne"
"41","0812123010","0812123010",0,"Prodfra perenne"
"42","0812123020","0812123020",0,"Prodfra perenne"
"43","0812123030","0812123030",0,"Prodfra perenne"
"44","0812123040","0812123040",0,"Prodfra perenne"
"45","0812123050","0812123050",0,"Prodfra perenne"
"46","0812125000","0812125000",0,"Prodfra perenne"
"47","0812129000","0812129010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"48","0812129000","0812129020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"49","0812130000","0812130000",0,"Prodfra perenne"
"50","0812214000","0812214000",0,"Prodfra perenne"
"51","0812216000","0812216000",0,"Prodfra perenne"
"52","0812221000","0812221000",0,"Prodfra perenne"
"53","0812223000","0812223000",0,"Prodfra perenne"
"54","0812225000","0812225000",0,"Prodfra perenne"
"55","0891110000","0891110000",0,"Prodfra perenne"
"56","0891120000","0891120010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"57","0891120000","0891120020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"58","0891190010","0891190000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"59","0891190020","0891190000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"60","0891190030","0891190000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"61","0891190090","0891190000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"62","0893100010","0893100010",0,"Prodfra perenne"
"63","0893100020","0893100020",0,"Prodfra perenne"
"64","0893100030","0893100030",0,"Prodfra perenne"
"65","0893100040","0893100040",0,"Prodfra perenne"
"66","0893100050","0893100050",0,"Prodfra perenne"
"67","0899100000","0899100000",0,"Prodfra perenne"
"68","0899210000","0899210000",0,"Prodfra perenne"
"69","0899220000","0899220000",0,"Prodfra perenne"
"70","0899290010","0899290010",0,"Prodfra perenne"
"71","0899290020","0899290020",0,"Prodfra perenne"
"72","0899290030","0899290030",0,"Prodfra perenne"
"73","0899290040","0899290040",0,"Prodfra perenne"
"74","0899290050","0899290050",0,"Prodfra perenne"
"75","0899290060","0899290060",0,"Prodfra perenne"
"76","0899290070","0899290070",0,"Prodfra perenne"
"77","0899290090","0899290090",0,"Prodfra perenne"
"78","09101000H0","09101000H0",0,"Prodfra perenne"
"79","09901900H0","09901900H0",0,"Prodfra perenne"
"80","1012500000","1012500000",0,"Prodfra perenne"
"81","1084300010","1084300010",0,"Prodfra perenne"
"82","1084300020","1084300020",0,"Prodfra perenne"
"83","1084300030","1084300030",0,"Prodfra perenne"
"84","1310100000","1310100000",0,"Prodfra perenne"
"85","1310210000","1310210000",0,"Prodfra perenne"
"86","1310220000","1310220000",0,"Prodfra perenne"
"87","1310230000","1310230000",0,"Prodfra perenne"
"88","1310240000","1310240000",0,"Prodfra perenne"
"89","1310250000","1310250000",0,"Prodfra perenne"
"90","1310260000","1310260000",0,"Prodfra perenne"
"91","1310290000","1310290000",0,"Prodfra perenne"
"92","1310310000","1310310000",0,"Prodfra perenne"
"93","1310320000","1310320000",0,"Prodfra perenne"
"94","1310401000","1310401000",0,"Prodfra perenne"
"95","1310403000","1310403000",0,"Prodfra perenne"
"96","1310405000","1310405000",0,"Prodfra perenne"
"97","1310501000","1310501000",0,"Prodfra perenne"
"98","1310503000","1310503000",0,"Prodfra perenne"
"99","1310505000","1310505000",0,"Prodfra perenne"
"100","1310613200","1310613200",0,"Prodfra perenne"
"101","1310613300","1310613300",0,"Prodfra perenne"
"102","1310613500","1310613500",0,"Prodfra perenne"
"103","1310615200","1310615200",0,"Prodfra perenne"
"104","1310615300","1310615300",0,"Prodfra perenne"
"105","1310615500","1310615500",0,"Prodfra perenne"
"106","1310616000","1310616000",0,"Prodfra perenne"
"107","1310620000","1310620000",0,"Prodfra perenne"
"108","1310711000","1310711000",0,"Prodfra perenne"
"109","1310712000","1310712000",0,"Prodfra perenne"
"110","1310720000","1310720000",0,"Prodfra perenne"
"111","1310811000","1310811000",0,"Prodfra perenne"
"112","1310813000","1310813000",0,"Prodfra perenne"
"113","1310815000","1310815000",0,"Prodfra perenne"
"114","1310821000","1310821000",0,"Prodfra perenne"
"115","1310825000","1310825000",0,"Prodfra perenne"
"116","1310832000","1310832000",0,"Prodfra perenne"
"117","1310833300","1310833300",0,"Prodfra perenne"
"118","1310833600","1310833600",0,"Prodfra perenne"
"119","1310834000","1310834000",0,"Prodfra perenne"
"120","1310838000","1310838000",0,"Prodfra perenne"
"121","1310839000","1310839000",0,"Prodfra perenne"
"122","1310841000","1310841000",0,"Prodfra perenne"
"123","1310843000","1310843000",0,"Prodfra perenne"
"124","1310851000","1310851000",0,"Prodfra perenne"
"125","1310855000","1310855000",0,"Prodfra perenne"
"126","1320110000","1320110000",0,"Prodfra perenne"
"127","1320123000","1320123000",0,"Prodfra perenne"
"128","1320126000","1320126000",0,"Prodfra perenne"
"129","1320133000","1320133000",0,"Prodfra perenne"
"130","1320136000","1320136000",0,"Prodfra perenne"
"131","1320140000","1320140000",0,"Prodfra perenne"
"132","1320190000","1320190000",0,"Prodfra perenne"
"133","1320201400","1320201400",0,"Prodfra perenne"
"134","1320201700","1320201700",0,"Prodfra perenne"
"135","1320201900","1320201900",0,"Prodfra perenne"
"136","1320202000","1320202000",0,"Prodfra perenne"
"137","1320203100","1320203100",0,"Prodfra perenne"
"138","1320204200","1320204200",0,"Prodfra perenne"
"139","1320204400","1320204400",0,"Prodfra perenne"
"140","1320204900","1320204900",0,"Prodfra perenne"
"141","1320206000","1320206000",0,"Prodfra perenne"
"142","1320207200","1320207200",0,"Prodfra perenne"
"143","1320207400","1320207400",0,"Prodfra perenne"
"144","1320207900","1320207900",0,"Prodfra perenne"
"145","1320313000","1320313000",0,"Prodfra perenne"
"146","1320315000","1320315000",0,"Prodfra perenne"
"147","1320317000","1320317000",0,"Prodfra perenne"
"148","1320321000","1320321000",0,"Prodfra perenne"
"149","1320322000","1320322000",0,"Prodfra perenne"
"150","1320323000","1320323000",0,"Prodfra perenne"
"151","1320324000","1320324000",0,"Prodfra perenne"
"152","1320325000","1320325000",0,"Prodfra perenne"
"153","1320329000","1320329000",0,"Prodfra perenne"
"154","1320333000","1320333000",0,"Prodfra perenne"
"155","1320335000","1320335000",0,"Prodfra perenne"
"156","1320410000","1320410000",0,"Prodfra perenne"
"157","1320420000","1320420000",0,"Prodfra perenne"
"158","1320430000","1320430000",0,"Prodfra perenne"
"159","1320440000","1320440000",0,"Prodfra perenne"
"160","1320450000","1320450000",0,"Prodfra perenne"
"161","1320460000","1320460000",0,"Prodfra perenne"
"162","1330111000","1330111000",0,"Prodfra perenne"
"163","1330112100","1330112100",0,"Prodfra perenne"
"164","1330112200","1330112200",0,"Prodfra perenne"
"165","1330112300","1330112300",0,"Prodfra perenne"
"166","1330112400","1330112400",0,"Prodfra perenne"
"167","1330112500","1330112500",0,"Prodfra perenne"
"168","1330112600","1330112600",0,"Prodfra perenne"
"169","1330112700","1330112700",0,"Prodfra perenne"
"170","1330112800","1330112800",0,"Prodfra perenne"
"171","1330121000","1330121000",0,"Prodfra perenne"
"172","1330122000","1330122000",0,"Prodfra perenne"
"173","1330123000","1330123000",0,"Prodfra perenne"
"174","1330124000","1330124000",0,"Prodfra perenne"
"175","1330125000","1330125000",0,"Prodfra perenne"
"176","1330126000","1330126000",0,"Prodfra perenne"
"177","1330127000","1330127000",0,"Prodfra perenne"
"178","1330128000","1330128000",0,"Prodfra perenne"
"179","1330129000","1330129000",0,"Prodfra perenne"
"180","1330131000","1330131000",0,"Prodfra perenne"
"181","1330132000","1330132000",0,"Prodfra perenne"
"182","1330133000","1330133000",0,"Prodfra perenne"
"183","1330134000","1330134000",0,"Prodfra perenne"
"184","1330135000","1330135000",0,"Prodfra perenne"
"185","1330136000","1330136000",0,"Prodfra perenne"
"186","1330137000","1330137000",0,"Prodfra perenne"
"187","1330138000","1330138000",0,"Prodfra perenne"
"188","1330139000","1330139000",0,"Prodfra perenne"
"189","1330141000","1330141000",0,"Prodfra perenne"
"190","1330142000","1330142000",0,"Prodfra perenne"
"191","1330143000","1330143000",0,"Prodfra perenne"
"192","1330144000","1330144000",0,"Prodfra perenne"
"193","1330145000","1330145000",0,"Prodfra perenne"
"194","1330146000","1330146000",0,"Prodfra perenne"
"195","1330147000","1330147000",0,"Prodfra perenne"
"196","1330148000","1330148000",0,"Prodfra perenne"
"197","1330149000","1330149000",0,"Prodfra perenne"
"198","1330191000","1330191000",0,"Prodfra perenne"
"199","1330192000","1330192000",0,"Prodfra perenne"
"200","1330193000","1330193000",0,"Prodfra perenne"
"201","1330194000","1330194000",0,"Prodfra perenne"
"202","1330195000","1330195000",0,"Prodfra perenne"
"203","1330196000","1330196000",0,"Prodfra perenne"
"204","1330197000","1330197000",0,"Prodfra perenne"
"205","1330198000","1330198000",0,"Prodfra perenne"
"206","1330199000","1330199000",0,"Prodfra perenne"
"207","1330199500","1330199500",0,"Prodfra perenne"
"208","1391110000","1391110000",0,"Prodfra perenne"
"209","1391191000","1391191000",0,"Prodfra perenne"
"210","1391192000","1391192000",0,"Prodfra perenne"
"211","1392113000","1392113000",0,"Prodfra perenne"
"212","1392115000","1392115000",0,"Prodfra perenne"
"213","1392119000","1392119000",0,"Prodfra perenne"
"214","1392123000","1392123000",0,"Prodfra perenne"
"215","1392125300","1392125300",0,"Prodfra perenne"
"216","1392125500","1392125500",0,"Prodfra perenne"
"217","1392125900","1392125900",0,"Prodfra perenne"
"218","1392127000","1392127000",0,"Prodfra perenne"
"219","1392133000","1392133000",0,"Prodfra perenne"
"220","1392135300","1392135300",0,"Prodfra perenne"
"221","1392135500","1392135500",0,"Prodfra perenne"
"222","1392135900","1392135900",0,"Prodfra perenne"
"223","1392137000","1392137000",0,"Prodfra perenne"
"224","1392143000","1392143000",0,"Prodfra perenne"
"225","1392145000","1392145000",0,"Prodfra perenne"
"226","1392147000","1392147000",0,"Prodfra perenne"
"227","1392153000","1392153000",0,"Prodfra perenne"
"228","1392155000","1392155000",0,"Prodfra perenne"
"229","1392157000","1392157000",0,"Prodfra perenne"
"230","1392162000","1392162000",0,"Prodfra perenne"
"231","1392164000","1392164000",0,"Prodfra perenne"
"232","1392166000","1392166000",0,"Prodfra perenne"
"233","1392168000","1392168000",0,"Prodfra perenne"
"234","1392213000","1392213000",0,"Prodfra perenne"
"235","1392215000","1392215000",0,"Prodfra perenne"
"236","1392217300","1392217000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"237","1392217500","1392217000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"238","1392219000","1392219000",0,"Prodfra perenne"
"239","1392221000","1392221000",0,"Prodfra perenne"
"240","1392223010","1392223010",0,"Prodfra perenne"
"241","1392223020","1392223020",0,"Prodfra perenne"
"242","1392225000","1392225000",0,"Prodfra perenne"
"243","1392227000","1392227000",0,"Prodfra perenne"
"244","1392230000","1392230000",0,"Prodfra perenne"
"245","1392243010","1392243010",0,"Prodfra perenne"
"246","1392243020","1392243020",0,"Prodfra perenne"
"247","1392249300","1392249300",0,"Prodfra perenne"
"248","1392249900","1392249900",0,"Prodfra perenne"
"249","1392295300","1392295300",0,"Prodfra perenne"
"250","1392295700","1392295700",0,"Prodfra perenne"
"251","1392299010","1392299010",0,"Prodfra perenne"
"252","1392299020","1392299020",0,"Prodfra perenne"
"253","1392299030","1392299030",0,"Prodfra perenne"
"254","1393110000","1393110000",0,"Prodfra perenne"
"255","1393120000","1393120000",0,"Prodfra perenne"
"256","1393130000","1393130000",0,"Prodfra perenne"
"257","1393193000","1393193000",0,"Prodfra perenne"
"258","1393199000","1393199000",0,"Prodfra perenne"
"259","1394113300","1394113000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"260","1394113500","1394113000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"261","1394115300","1394115300",0,"Prodfra perenne"
"262","1394115500","1394115500",0,"Prodfra perenne"
"263","1394116000","1394116000",0,"Prodfra perenne"
"264","1394117000","1394117000",0,"Prodfra perenne"
"265","1394119000","1394119000",0,"Prodfra perenne"
"266","1394123300","1394123300",0,"Prodfra perenne"
"267","1394123500","1394123500",0,"Prodfra perenne"
"268","1394125300","1394125300",0,"Prodfra perenne"
"269","1394125500","1394125500",0,"Prodfra perenne"
"270","1394125900","1394125900",0,"Prodfra perenne"
"271","1394128000","1394128000",0,"Prodfra perenne"
"272","1395101000","1395101000",0,"Prodfra perenne"
"273","1395102000","1395102000",0,"Prodfra perenne"
"274","1395103000","1395103000",0,"Prodfra perenne"
"275","1395105000","1395105000",0,"Prodfra perenne"
"276","1395107000","1395107000",0,"Prodfra perenne"
"277","1396110000","1396110000",0,"Prodfra perenne"
"278","1396120000","1396120000",0,"Prodfra perenne"
"279","1396130000","1396130000",0,"Prodfra perenne"
"280","1396140000","1396140000",0,"Prodfra perenne"
"281","1396150000","1396150000",0,"Prodfra perenne"
"282","1396162000","1396162000",0,"Prodfra perenne"
"283","1396165000","1396165000",0,"Prodfra perenne"
"284","1396168000","1396168000",0,"Prodfra perenne"
"285","1396173000","1396173000",0,"Prodfra perenne"
"286","1396175000","1396175000",0,"Prodfra perenne"
"287","1396177000","1396177000",0,"Prodfra perenne"
"288","1399113000","1399113000",0,"Prodfra perenne"
"289","1399115000","1399115000",0,"Prodfra perenne"
"290","1399117000","1399117000",0,"Prodfra perenne"
"291","1399123000","1399123000",0,"Prodfra perenne"
"292","1399125000","1399125000",0,"Prodfra perenne"
"293","1399127000","1399127000",0,"Prodfra perenne"
"294","1399130000","1399130000",0,"Prodfra perenne"
"295","1399140000","1399140000",0,"Prodfra perenne"
"296","1399150000","1399150000",0,"Prodfra perenne"
"297","1399160000","1399160000",0,"Prodfra perenne"
"298","1399190000","1399190000",0,"Prodfra perenne"
"299","1411100000","1411100000",0,"Prodfra perenne"
"300","1412112000","1412112000",0,"Prodfra perenne"
"301","1412113000","1412113000",0,"Prodfra perenne"
"302","1412124000","1412124000",0,"Prodfra perenne"
"303","1412125000","1412125000",0,"Prodfra perenne"
"304","1412212000","1412212000",0,"Prodfra perenne"
"305","1412213000","1412213000",0,"Prodfra perenne"
"306","1412224000","1412224000",0,"Prodfra perenne"
"307","1412225000","1412225000",0,"Prodfra perenne"
"308","1412301300","1412301300",0,"Prodfra perenne"
"309","1412302300","1412302300",0,"Prodfra perenne"
"310","14130010H0","14130010H0",0,"Prodfra perenne"
"311","14130020H0","14130020H0",0,"Prodfra perenne"
"312","1413111000","1413111000",0,"Prodfra perenne"
"313","1413112000","1413112000",0,"Prodfra perenne"
"314","1413123000","1413123000",0,"Prodfra perenne"
"315","1413126000","1413126000",0,"Prodfra perenne"
"316","1413127010","1413127000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"317","1413127020","1413127000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"318","1413131000","1413131000",0,"Prodfra perenne"
"319","1413132000","1413132000",0,"Prodfra perenne"
"320","1413143000","1413143000",0,"Prodfra perenne"
"321","1413146000","1413146000",0,"Prodfra perenne"
"322","1413147000","1413147000",0,"Prodfra perenne"
"323","1413148000","1413148000",0,"Prodfra perenne"
"324","1413149010","1413149000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"325","1413149020","1413149000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"326","1413211000","1413211000",0,"Prodfra perenne"
"327","1413212000","1413212000",0,"Prodfra perenne"
"328","1413213000","1413213000",0,"Prodfra perenne"
"329","1413221000","1413221000",0,"Prodfra perenne"
"330","1413222000","1413222000",0,"Prodfra perenne"
"331","1413230000","1413230000",0,"Prodfra perenne"
"332","1413244200","1413244200",0,"Prodfra perenne"
"333","1413244400","1413244400",0,"Prodfra perenne"
"334","1413244500","1413244500",0,"Prodfra perenne"
"335","1413244800","1413244800",0,"Prodfra perenne"
"336","1413244900","1413244900",0,"Prodfra perenne"
"337","1413245500","1413245500",0,"Prodfra perenne"
"338","1413246000","1413246000",0,"Prodfra perenne"
"339","1413311000","1413311000",0,"Prodfra perenne"
"340","1413312000","1413312000",0,"Prodfra perenne"
"341","1413313000","1413313000",0,"Prodfra perenne"
"342","1413321000","1413321000",0,"Prodfra perenne"
"343","1413322000","1413322000",0,"Prodfra perenne"
"344","1413333000","1413333000",0,"Prodfra perenne"
"345","1413347000","1413347000",0,"Prodfra perenne"
"346","1413348000","1413348000",0,"Prodfra perenne"
"347","1413354200","1413354200",0,"Prodfra perenne"
"348","1413354800","1413354800",0,"Prodfra perenne"
"349","1413354900","1413354900",0,"Prodfra perenne"
"350","1413355100","1413355100",0,"Prodfra perenne"
"351","1413356100","1413356100",0,"Prodfra perenne"
"352","1413356300","1413356300",0,"Prodfra perenne"
"353","1413356500","1413356500",0,"Prodfra perenne"
"354","1413356900","1413356900",0,"Prodfra perenne"
"355","1414110000","1414110000",0,"Prodfra perenne"
"356","1414122000","1414122000",0,"Prodfra perenne"
"357","1414123000","1414123000",0,"Prodfra perenne"
"358","1414124000","1414124000",0,"Prodfra perenne"
"359","1414131000","1414131000",0,"Prodfra perenne"
"360","1414142000","1414142000",0,"Prodfra perenne"
"361","1414143010","1414143000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"362","1414143020","1414143000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"363","1414144000","1414144000",0,"Prodfra perenne"
"364","1414145000","1414145000",0,"Prodfra perenne"
"365","1414210000","1414210000",0,"Prodfra perenne"
"366","1414222000","1414222000",0,"Prodfra perenne"
"367","1414223000","1414223000",0,"Prodfra perenne"
"368","1414224000","1414224000",0,"Prodfra perenne"
"369","1414230000","1414230000",0,"Prodfra perenne"
"370","1414243010","1414243000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"371","1414243020","1414243000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"372","1414245000","1414245000",0,"Prodfra perenne"
"373","1414246010","1414246010",0,"Prodfra perenne"
"374","1414246020","1414246020",0,"Prodfra perenne"
"375","1414248010","1414248010",0,"Prodfra perenne"
"376","1414248020","1414248020",0,"Prodfra perenne"
"377","1414248910","1414248910",0,"Prodfra perenne"
"378","1414248920","1414248920",0,"Prodfra perenne"
"379","1414253000","1414253000",0,"Prodfra perenne"
"380","1414255000","1414255000",0,"Prodfra perenne"
"381","1414257010","1414257010",0,"Prodfra perenne"
"382","1414257020","1414257020",0,"Prodfra perenne"
"383","1414300010","1414300010",0,"Prodfra perenne"
"384","1414300020","1414300020",0,"Prodfra perenne"
"385","1419110000","1419110000",0,"Prodfra perenne"
"386","1419121000","1419121000",0,"Prodfra perenne"
"387","1419123000","1419123000",0,"Prodfra perenne"
"388","1419124000","1419124000",0,"Prodfra perenne"
"389","1419125000","1419125000",0,"Prodfra perenne"
"390","1419129000","1419129000",0,"Prodfra perenne"
"391","1419130010","1419130000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"392","1419130020","1419130000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"393","1419193000","1419193000",0,"Prodfra perenne"
"394","1419196010","1419196010",0,"Prodfra perenne"
"395","1419196020","1419196020",0,"Prodfra perenne"
"396","1419210000","1419210000",0,"Prodfra perenne"
"397","1419221000","1419221000",0,"Prodfra perenne"
"398","1419222000","1419222000",0,"Prodfra perenne"
"399","1419223000","1419223000",0,"Prodfra perenne"
"400","1419224000","1419224000",0,"Prodfra perenne"
"401","1419225000","1419225000",0,"Prodfra perenne"
"402","1419231000","1419231000",0,"Prodfra perenne"
"403","1419233300","1419233300",0,"Prodfra perenne"
"404","1419233800","1419233800",0,"Prodfra perenne"
"405","1419235300","1419235300",0,"Prodfra perenne"
"406","1419235800","1419235800",0,"Prodfra perenne"
"407","1419237010","1419237000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"408","1419237020","1419237000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"409","1419239300","1419239300",0,"Prodfra perenne"
"410","1419239500","1419239500",0,"Prodfra perenne"
"411","1419317500","1419317500",0,"Prodfra perenne"
"412","1419318010","1419318010",0,"Prodfra perenne"
"413","1419318020","1419318020",0,"Prodfra perenne"
"414","1419319000","1419319000",0,"Prodfra perenne"
"415","1419320010","1419320010",0,"Prodfra perenne"
"416","1419320020","1419320020",0,"Prodfra perenne"
"417","1419320030","1419320030",0,"Prodfra perenne"
"418","1419320040","1419320040",0,"Prodfra perenne"
"419","1419320050","1419320050",0,"Prodfra perenne"
"420","1419320060","1419320060",0,"Prodfra perenne"
"421","1419320070","1419320070",0,"Prodfra perenne"
"422","1419413000","1419413000",0,"Prodfra perenne"
"423","1419415000","1419415000",0,"Prodfra perenne"
"424","1419423000","1419423000",0,"Prodfra perenne"
"425","1419425000","1419425000",0,"Prodfra perenne"
"426","1419427000","1419427000",0,"Prodfra perenne"
"427","1419430010","1419430010",0,"Prodfra perenne"
"428","1419430020","1419430020",0,"Prodfra perenne"
"429","1419430030","1419430030",0,"Prodfra perenne"
"430","1420103000","1420103000",0,"Prodfra perenne"
"431","1420109000","1420109000",0,"Prodfra perenne"
"432","1431103300","1431103300",0,"Prodfra perenne"
"433","1431103500","1431103500",0,"Prodfra perenne"
"434","1431103700","1431103700",0,"Prodfra perenne"
"435","1431105010","1431105000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"436","1431105020","1431105000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"437","1431109010","1431109010",0,"Prodfra perenne"
"438","1431109020","1431109020",0,"Prodfra perenne"
"439","1439103100","1439103100",0,"Prodfra perenne"
"440","1439103200","1439103200",0,"Prodfra perenne"
"441","1439103300","1439103300",0,"Prodfra perenne"
"442","1439105300","1439105300",0,"Prodfra perenne"
"443","1439105500","1439105500",0,"Prodfra perenne"
"444","1439106100","1439106100",0,"Prodfra perenne"
"445","1439106200","1439106200",0,"Prodfra perenne"
"446","1439107100","1439107100",0,"Prodfra perenne"
"447","1439107200","1439107200",0,"Prodfra perenne"
"448","1439109000","1439109000",0,"Prodfra perenne"
"449","1511103000","1511103000",0,"Prodfra perenne"
"450","1511105000","1511105000",0,"Prodfra perenne"
"451","1511210000","1511210000",0,"Prodfra perenne"
"452","1511220010","1511220010",0,"Prodfra perenne"
"453","1511220020","1511220020",0,"Prodfra perenne"
"454","1511310010","1511310010",0,"Prodfra perenne"
"455","1511310020","1511310020",0,"Prodfra perenne"
"456","1511310030","1511310030",0,"Prodfra perenne"
"457","1511310040","1511310040",0,"Prodfra perenne"
"458","1511310050","1511310050",0,"Prodfra perenne"
"459","1511320010","1511320010",0,"Prodfra perenne"
"460","1511320020","1511320020",0,"Prodfra perenne"
"461","1511320030","1511320030",0,"Prodfra perenne"
"462","1511320040","1511320040",0,"Prodfra perenne"
"463","1511320050","1511320050",0,"Prodfra perenne"
"464","1511330000","1511330000",0,"Prodfra perenne"
"465","1511413000","1511413000",0,"Prodfra perenne"
"466","1511415000","1511415000",0,"Prodfra perenne"
"467","1511423000","1511423000",0,"Prodfra perenne"
"468","1511425000","1511425000",0,"Prodfra perenne"
"469","1511433000","1511433000",0,"Prodfra perenne"
"470","1511435000","1511435000",0,"Prodfra perenne"
"471","1511510010","1511510010",0,"Prodfra perenne"
"472","1511510020","1511510020",0,"Prodfra perenne"
"473","1511520010","1511520010",0,"Prodfra perenne"
"474","1511520020","1511520020",0,"Prodfra perenne"
"475","1512110000","1512110000",0,"Prodfra perenne"
"476","1512121010","1512121010",0,"Prodfra perenne"
"477","1512121020","1512121020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"478","1512121030","1512121020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"479","1512121040","1512121020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"480","1512121050","1512121020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"481","1512122010","1512122010",0,"Prodfra perenne"
"482","1512122020","1512122020",0,"Prodfra perenne"
"483","1512123000","1512123000",0,"Prodfra perenne"
"484","1512125010","1512125010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"485","1512125020","1512125010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"486","1512125030","1512125020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"487","1512125040","1512125020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"488","1512125050","1512125020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"489","1512125060","1512125030",1,"Un Prodfra N-1 = Un autre Prodfra N"
"490","1512125070","1512125040",1,"Un Prodfra N-1 = Un autre Prodfra N"
"491","1512125080","1512125050",1,"Un Prodfra N-1 = Un autre Prodfra N"
"492","1512127000","1512127000",0,"Prodfra perenne"
"493","1512130000","1512130000",0,"Prodfra perenne"
"494","1512193000","1512193000",0,"Prodfra perenne"
"495","1512196000","1512196000",0,"Prodfra perenne"
"496","1520110000","1520110000",0,"Prodfra perenne"
"497","1520121000","1520121000",0,"Prodfra perenne"
"498","1520123100","1520123100",0,"Prodfra perenne"
"499","1520123700","1520123700",0,"Prodfra perenne"
"500","1520133000","1520133000",0,"Prodfra perenne"
"501","1520135110","1520135110",0,"Prodfra perenne"
"502","1520135120","1520135120",0,"Prodfra perenne"
"503","1520135130","1520135130",0,"Prodfra perenne"
