"","prodfra_n_moins1","prodfra_n","c_evol_prodfra","libel"
"829","1812130020","1812130020",0,"Prodfra perenne"
"830","1812140700","1812140700",0,"Prodfra perenne"
"831","1812141410","1812141410",0,"Prodfra perenne"
"832","1812141420","1812141420",0,"Prodfra perenne"
"833","1812142100","1812142100",0,"Prodfra perenne"
"834","1812142800","1812142800",0,"Prodfra perenne"
"835","1812143500","1812143500",0,"Prodfra perenne"
"836","1812144200","1812144200",0,"Prodfra perenne"
"837","1812144900","1812144900",0,"Prodfra perenne"
"838","1812145600","1812145600",0,"Prodfra perenne"
"839","1812146300","1812146300",0,"Prodfra perenne"
"840","1812191000","1812191000",0,"Prodfra perenne"
"841","1812192000","1812192000",0,"Prodfra perenne"
"842","1812193000","1812193000",0,"Prodfra perenne"
"843","1812199010","1812199010",0,"Prodfra perenne"
"844","1812199020","1812199020",0,"Prodfra perenne"
"845","1812199030","1812199030",0,"Prodfra perenne"
"846","1812199040","1812199040",0,"Prodfra perenne"
"847","1812199050","1812199050",0,"Prodfra perenne"
"848","1812199060","1812199060",0,"Prodfra perenne"
"849","1813100000","1813100000",0,"Prodfra perenne"
"850","1813200000","1813200000",0,"Prodfra perenne"
"851","1813300000","1813300000",0,"Prodfra perenne"
"852","1814101000","1814101000",0,"Prodfra perenne"
"853","1814103000","1814103000",0,"Prodfra perenne"
"854","1814105000","1814105000",0,"Prodfra perenne"
"855","1820101000","1820101000",0,"Prodfra perenne"
"856","1820103000","1820103000",0,"Prodfra perenne"
"857","1820105000","1820105000",0,"Prodfra perenne"
"858","1820107000","1820107000",0,"Prodfra perenne"
"859","1820205000","1820205000",0,"Prodfra perenne"
"860","1820207000","1820207000",0,"Prodfra perenne"
"861","1820303000","1820303000",0,"Prodfra perenne"
"862","1820305000","1820305000",0,"Prodfra perenne"
"863","1820307000","1820307000",0,"Prodfra perenne"
"864","19101000H0","19101000H0",0,"Prodfra perenne"
"865","19102000H0","19102000H0",0,"Prodfra perenne"
"866","1910300000","1910300000",0,"Prodfra perenne"
"867","19201000H0","19201000H0",0,"Prodfra perenne"
"868","19202010H0","19202010H0",0,"Prodfra perenne"
"869","19202020H0","19202020H0",0,"Prodfra perenne"
"870","19203000H0","19203000H0",0,"Prodfra perenne"
"871","19204000H0","19204000H0",0,"Prodfra perenne"
"872","2011112000","2011112000",0,"Prodfra perenne"
"873","2011113000","2011113000",0,"Prodfra perenne"
"874","2011115010","2011115010",0,"Prodfra perenne"
"875","2011115020","2011115020",0,"Prodfra perenne"
"876","2011116010","2011116010",0,"Prodfra perenne"
"877","2011116020","2011116020",0,"Prodfra perenne"
"878","2011117010","2011117010",0,"Prodfra perenne"
"879","2011117020","2011117020",0,"Prodfra perenne"
"880","2011123000","2011123000",0,"Prodfra perenne"
"881","2011125000","2011125000",0,"Prodfra perenne"
"882","2011127000","2011127000",0,"Prodfra perenne"
"883","2011129000","2011129000",0,"Prodfra perenne"
"884","2011130000","2011130000",0,"Prodfra perenne"
"885","2012113000","2012113000",0,"Prodfra perenne"
"886","2012115000","2012115000",0,"Prodfra perenne"
"887","2012120010","2012120010",0,"Prodfra perenne"
"888","2012120020","2012120020",0,"Prodfra perenne"
"889","2012191000","2012191000",0,"Prodfra perenne"
"890","2012193000","2012193000",0,"Prodfra perenne"
"891","2012195000","2012195000",0,"Prodfra perenne"
"892","2012197300","2012197300",0,"Prodfra perenne"
"893","2012197500","2012197500",0,"Prodfra perenne"
"894","2012199000","2012199000",0,"Prodfra perenne"
"895","2012211000","2012211000",0,"Prodfra perenne"
"896","2012212000","2012212000",0,"Prodfra perenne"
"897","2012213000","2012213000",0,"Prodfra perenne"
"898","2012214000","2012214000",0,"Prodfra perenne"
"899","2012215000","2012215000",0,"Prodfra perenne"
"900","2012216000","2012216000",0,"Prodfra perenne"
"901","2012217000","2012217000",0,"Prodfra perenne"
"902","2012225000","2012225000",0,"Prodfra perenne"
"903","2012227000","2012227000",0,"Prodfra perenne"
"904","2012233000","2012233000",0,"Prodfra perenne"
"905","2012235000","2012235000",0,"Prodfra perenne"
"906","2012241500","2012241500",0,"Prodfra perenne"
"907","2012241900","2012241900",0,"Prodfra perenne"
"908","2012244000","2012244000",0,"Prodfra perenne"
"909","2012247000","2012247000",0,"Prodfra perenne"
"910","20131100HA","20131100HA",0,"Prodfra perenne"
"911","20131200HA","20131200HA",0,"Prodfra perenne"
"912","20131300HA","20131300HA",0,"Prodfra perenne"
"913","20131400HA","20131400HA",0,"Prodfra perenne"
"914","20131500HA","20131500HA",0,"Prodfra perenne"
"915","201321110B","201321110B",0,"Prodfra perenne"
"916","201321160B","201321160B",0,"Prodfra perenne"
"917","201321200B","201321200B",0,"Prodfra perenne"
"918","201321300B","201321300B",0,"Prodfra perenne"
"919","201321400B","201321400B",0,"Prodfra perenne"
"920","201321500B","201321500B",0,"Prodfra perenne"
"921","201321800B","201321800B",0,"Prodfra perenne"
"922","201322350B","201322350B",0,"Prodfra perenne"
"923","201322370B","201322370B",0,"Prodfra perenne"
"924","201322600B","201322600B",0,"Prodfra perenne"
"925","201323000B","201323000B",0,"Prodfra perenne"
"926","201324130B","201324130B",0,"Prodfra perenne"
"927","201324150B","201324150B",0,"Prodfra perenne"
"928","201324330B","201324330B",0,"Prodfra perenne"
"929","201324350B","201324350B",0,"Prodfra perenne"
"930","201324530B","201324530B",0,"Prodfra perenne"
"931","201324550B","201324550B",0,"Prodfra perenne"
"932","201324601B","201324601B",0,"Prodfra perenne"
"933","201324602B","201324602B",0,"Prodfra perenne"
"934","201324730B","201324730B",0,"Prodfra perenne"
"935","201324750B","201324750B",0,"Prodfra perenne"
"936","201324770B","201324770B",0,"Prodfra perenne"
"937","201325250B","201325250B",0,"Prodfra perenne"
"938","201325270B","201325270B",0,"Prodfra perenne"
"939","201325350B","201325301B",1,"Un Prodfra N-1 = Un autre Prodfra N"
"940","201325370B","201325302B",1,"Un Prodfra N-1 = Un autre Prodfra N"
"941","201325500B","201325500B",0,"Prodfra perenne"
"942","201325600B","201325600B",0,"Prodfra perenne"
"943","201325700B","201325700B",0,"Prodfra perenne"
"944","201325800B","201325800B",0,"Prodfra perenne"
"945","201331100B","201331100B",0,"Prodfra perenne"
"946","201331300B","201331300B",0,"Prodfra perenne"
"947","201331500B","201331500B",0,"Prodfra perenne"
"948","201331700B","201331700B",0,"Prodfra perenne"
"949","201332301B","201332301B",0,"Prodfra perenne"
"950","201332302B","201332302B",0,"Prodfra perenne"
"951","201332501B","201332501B",0,"Prodfra perenne"
"952","201332502B","201332502B",0,"Prodfra perenne"
"953","201341100B","201341100B",0,"Prodfra perenne"
"954","201341330B","201341330B",0,"Prodfra perenne"
"955","201341350B","201341350B",0,"Prodfra perenne"
"956","201341510B","201341510B",0,"Prodfra perenne"
"957","201341570B","201341570B",0,"Prodfra perenne"
"958","201341730B","201341730B",0,"Prodfra perenne"
"959","201341750B","201341750B",0,"Prodfra perenne"
"960","201342100B","201342100B",0,"Prodfra perenne"
"961","201342200B","201342200B",0,"Prodfra perenne"
"962","201342300B","201342300B",0,"Prodfra perenne"
"963","201342400B","201342400B",0,"Prodfra perenne"
"964","201342700B","201342700B",0,"Prodfra perenne"
"965","201342800B","201342800B",0,"Prodfra perenne"
"966","201343100B","201343100B",0,"Prodfra perenne"
"967","201343200B","201343200B",0,"Prodfra perenne"
"968","201343400B","201343400B",0,"Prodfra perenne"
"969","201343900B","201343900B",0,"Prodfra perenne"
"970","201351100B","201351100B",0,"Prodfra perenne"
"971","201351250B","201351250B",0,"Prodfra perenne"
"972","201351750B","201351750B",0,"Prodfra perenne"
"973","201351830B","201351830B",0,"Prodfra perenne"
"974","201351850B","201351850B",0,"Prodfra perenne"
"975","201352500B","201352500B",0,"Prodfra perenne"
"976","201352700B","201352700B",0,"Prodfra perenne"
"977","201352900B","201352900B",0,"Prodfra perenne"
"978","201361000B","201361000B",0,"Prodfra perenne"
"979","201362200B","201362200B",0,"Prodfra perenne"
"980","201362300B","201362300B",0,"Prodfra perenne"
"981","201362401B","201362401B",0,"Prodfra perenne"
"982","201362402B","201362402B",0,"Prodfra perenne"
"983","201362700B","201362700B",0,"Prodfra perenne"
"984","201362800B","201362800B",0,"Prodfra perenne"
"985","201363000B","201363000B",0,"Prodfra perenne"
"986","201364501B","201364501B",0,"Prodfra perenne"
"987","201364502B","201364502B",0,"Prodfra perenne"
"988","201364800B","201364800B",0,"Prodfra perenne"
"989","201365000B","201365000B",0,"Prodfra perenne"
"990","201366000B","201366000B",0,"Prodfra perenne"
"991","201367000B","201367000B",0,"Prodfra perenne"
"992","201368000B","201368000B",0,"Prodfra perenne"
"993","2014112000","2014112000",0,"Prodfra perenne"
"994","2014113000","2014113000",0,"Prodfra perenne"
"995","2014114000","2014114000",0,"Prodfra perenne"
"996","2014115000","2014115000",0,"Prodfra perenne"
"997","2014116500","2014116010",1,"Un Prodfra N-1 = Un autre Prodfra N"
"998","2014116700","2014116020",1,"Un Prodfra N-1 = Un autre Prodfra N"
"999","2014119010","2014119010",0,"Prodfra perenne"
"1000","2014119020","2014119020",0,"Prodfra perenne"
"1001","2014121300","2014121300",0,"Prodfra perenne"
"1002","2014121500","2014121500",0,"Prodfra perenne"
"1003","2014122300","2014122300",0,"Prodfra perenne"
"1004","2014122500","2014122500",0,"Prodfra perenne"
"1005","2014124300","2014124300",0,"Prodfra perenne"
"1006","2014124500","2014124500",0,"Prodfra perenne"
"1007","2014124700","2014124700",0,"Prodfra perenne"
"1008","2014125000","2014125000",0,"Prodfra perenne"
"1009","2014126000","2014126000",0,"Prodfra perenne"
"1010","2014127000","2014127000",0,"Prodfra perenne"
"1011","2014129000","2014129000",0,"Prodfra perenne"
"1012","2014131300","2014131300",0,"Prodfra perenne"
"1013","2014131500","2014131500",0,"Prodfra perenne"
"1014","2014132300","2014132300",0,"Prodfra perenne"
"1015","2014132500","2014132500",0,"Prodfra perenne"
"1016","2014135300","2014135300",0,"Prodfra perenne"
"1017","2014135700","2014135700",0,"Prodfra perenne"
"1018","2014137100","2014137100",0,"Prodfra perenne"
"1019","2014137400","2014137400",0,"Prodfra perenne"
"1020","2014137900","2014137900",0,"Prodfra perenne"
"1021","2014145000","2014145000",0,"Prodfra perenne"
"1022","2014147000","2014147000",0,"Prodfra perenne"
"1023","2014149000","2014149000",0,"Prodfra perenne"
"1024","2014191000","2014191000",0,"Prodfra perenne"
"1025","2014193000","2014193000",0,"Prodfra perenne"
"1026","2014195000","2014195000",0,"Prodfra perenne"
"1027","2014197000","2014197000",0,"Prodfra perenne"
"1028","2014210000","2014210000",0,"Prodfra perenne"
"1029","2014221000","2014221000",0,"Prodfra perenne"
"1030","2014222000","2014222000",0,"Prodfra perenne"
"1031","2014223000","2014223000",0,"Prodfra perenne"
"1032","2014224000","2014224000",0,"Prodfra perenne"
"1033","2014226300","2014226300",0,"Prodfra perenne"
"1034","2014226500","2014226500",0,"Prodfra perenne"
"1035","2014227000","2014227000",0,"Prodfra perenne"
"1036","2014231000","2014231000",0,"Prodfra perenne"
"1037","2014232000","2014232000",0,"Prodfra perenne"
"1038","2014233300","2014233300",0,"Prodfra perenne"
"1039","2014233900","2014233900",0,"Prodfra perenne"
"1040","2014235000","2014235000",0,"Prodfra perenne"
"1041","2014236000","2014236000",0,"Prodfra perenne"
"1042","2014237300","2014237300",0,"Prodfra perenne"
"1043","2014237500","2014237500",0,"Prodfra perenne"
"1044","2014241010","2014241010",0,"Prodfra perenne"
"1045","2014241020","2014241020",0,"Prodfra perenne"
"1046","2014243300","2014243300",0,"Prodfra perenne"
"1047","2014243900","2014243900",0,"Prodfra perenne"
"1048","2014245000","2014245000",0,"Prodfra perenne"
"1049","2014312000","2014312000",0,"Prodfra perenne"
"1050","2014313000","2014313000",0,"Prodfra perenne"
"1051","2014315000","2014315000",0,"Prodfra perenne"
"1052","2014319500","2014319500",0,"Prodfra perenne"
"1053","2014319700","2014319700",0,"Prodfra perenne"
"1054","2014321500","2014321500",0,"Prodfra perenne"
"1055","2014321900","2014321900",0,"Prodfra perenne"
"1056","2014322000","2014322000",0,"Prodfra perenne"
"1057","2014323000","2014323500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1058","2014324000","2014323500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1059","2014325000","2014325000",0,"Prodfra perenne"
"1060","2014327100","2014327100",0,"Prodfra perenne"
"1061","2014327700","2014327700",0,"Prodfra perenne"
"1062","2014327800","2014327800",0,"Prodfra perenne"
"1063","2014328000","2014328000",0,"Prodfra perenne"
"1064","2014331000","2014331000",0,"Prodfra perenne"
"1065","2014332000","2014332000",0,"Prodfra perenne"
"1066","2014333000","2014333000",0,"Prodfra perenne"
"1067","2014334010","2014334010",0,"Prodfra perenne"
"1068","2014334020","2014334020",0,"Prodfra perenne"
"1069","2014335000","2014335000",0,"Prodfra perenne"
"1070","2014336300","2014336300",0,"Prodfra perenne"
"1071","2014336500","2014336500",0,"Prodfra perenne"
"1072","2014336700","2014336700",0,"Prodfra perenne"
"1073","2014337000","2014337000",0,"Prodfra perenne"
"1074","2014338300","2014338300",0,"Prodfra perenne"
"1075","2014338510","2014338510",0,"Prodfra perenne"
"1076","2014338520","2014338520",0,"Prodfra perenne"
"1077","2014338700","2014338700",0,"Prodfra perenne"
"1078","2014341000","2014341000",0,"Prodfra perenne"
"1079","2014342000","2014342000",0,"Prodfra perenne"
"1080","2014343000","2014343000",0,"Prodfra perenne"
"1081","2014344000","2014344000",0,"Prodfra perenne"
"1082","2014347300","2014347300",0,"Prodfra perenne"
"1083","2014347500","2014347500",0,"Prodfra perenne"
"1084","2014411300","2014411300",0,"Prodfra perenne"
"1085","2014411900","2014411900",0,"Prodfra perenne"
"1086","2014412310","2014412310",0,"Prodfra perenne"
"1087","2014412320","2014412320",0,"Prodfra perenne"
"1088","2014412330","2014412330",0,"Prodfra perenne"
"1089","2014412900","2014412900",0,"Prodfra perenne"
"1090","2014413000","2014413000",0,"Prodfra perenne"
"1091","2014415100","2014415100",0,"Prodfra perenne"
"1092","2014415300","2014415300",0,"Prodfra perenne"
"1093","2014415900","2014415900",0,"Prodfra perenne"
"1094","2014417000","2014417000",0,"Prodfra perenne"
"1095","2014423300","2014423300",0,"Prodfra perenne"
"1096","2014423500","2014423500",0,"Prodfra perenne"
"1097","2014423700","2014423700",0,"Prodfra perenne"
"1098","2014423900","2014423900",0,"Prodfra perenne"
"1099","2014429000","2014429000",0,"Prodfra perenne"
"1100","2014431000","2014431000",0,"Prodfra perenne"
"1101","2014432000","2014432000",0,"Prodfra perenne"
"1102","2014433000","2014433000",0,"Prodfra perenne"
"1103","2014434000","2014434000",0,"Prodfra perenne"
"1104","2014435000","2014435000",0,"Prodfra perenne"
"1105","2014436000","2014436000",0,"Prodfra perenne"
"1106","2014437000","2014437000",0,"Prodfra perenne"
"1107","2014442000","2014442000",0,"Prodfra perenne"
"1108","2014443000","2014443000",0,"Prodfra perenne"
"1109","2014445010","2014445010",0,"Prodfra perenne"
"1110","2014445020","2014445020",0,"Prodfra perenne"
"1111","2014449000","2014449000",0,"Prodfra perenne"
"1112","2014513310","2014513310",0,"Prodfra perenne"
"1113","2014513320","2014513320",0,"Prodfra perenne"
"1114","2014513900","2014513900",0,"Prodfra perenne"
"1115","2014515000","2014515000",0,"Prodfra perenne"
"1116","2014521000","2014521000",0,"Prodfra perenne"
"1117","2014523000","2014523000",0,"Prodfra perenne"
"1118","2014526000","2014526000",0,"Prodfra perenne"
"1119","2014528000","2014528000",0,"Prodfra perenne"
"1120","2014529000","2014529000",0,"Prodfra perenne"
"1121","2014535000","2014535000",0,"Prodfra perenne"
"1122","2014538000","2014538000",0,"Prodfra perenne"
"1123","2014611100","2014611100",0,"Prodfra perenne"
"1124","2014611300","2014611300",0,"Prodfra perenne"
"1125","2014611500","2014611500",0,"Prodfra perenne"
"1126","2014611900","2014611900",0,"Prodfra perenne"
"1127","2014612000","2014612000",0,"Prodfra perenne"
"1128","2014613000","2014613000",0,"Prodfra perenne"
"1129","2014614000","2014614000",0,"Prodfra perenne"
"1130","2014615000","2014615000",0,"Prodfra perenne"
"1131","2014616000","2014616000",0,"Prodfra perenne"
"1132","2014617000","2014617000",0,"Prodfra perenne"
"1133","2014621100","2014621100",0,"Prodfra perenne"
"1134","2014621300","2014621300",0,"Prodfra perenne"
"1135","2014621500","2014621500",0,"Prodfra perenne"
"1136","2014621900","2014621900",0,"Prodfra perenne"
"1137","2014623100","2014623100",0,"Prodfra perenne"
"1138","2014623300","2014623300",0,"Prodfra perenne"
"1139","2014623500","2014623500",0,"Prodfra perenne"
"1140","2014623900","2014623900",0,"Prodfra perenne"
"1141","2014626000","2014626000",0,"Prodfra perenne"
"1142","2014627000","2014627000",0,"Prodfra perenne"
"1143","2014631010","2014631010",0,"Prodfra perenne"
"1144","2014631020","2014631020",6,"Faux pôrenne(ôclatement): prodfra N = (prodfra N-1)+(1ouX prodfra N)"
"1145","2014631020","2014631030",6,"Faux pôrenne(ôclatement): prodfra N = (prodfra N-1)+(1ouX prodfra N)"
"1146","2014632300","2014632300",0,"Prodfra perenne"
"1147","2014632500","2014632500",0,"Prodfra perenne"
"1148","2014633300","2014633300",0,"Prodfra perenne"
"1149","2014633900","2014633900",0,"Prodfra perenne"
"1150","2014635000","2014635000",0,"Prodfra perenne"
"1151","2014636000","2014636000",0,"Prodfra perenne"
"1152","2014637300","2014637300",0,"Prodfra perenne"
"1153","2014637500","2014637500",0,"Prodfra perenne"
"1154","2014637900","2014637900",0,"Prodfra perenne"
"1155","2014638000","2014638000",0,"Prodfra perenne"
"1156","2014643000","2014643000",0,"Prodfra perenne"
"1157","2014645000","2014645000",0,"Prodfra perenne"
"1158","2014647000","2014647000",0,"Prodfra perenne"
"1159","2014712000","2014712000",0,"Prodfra perenne"
"1160","2014713000","2014713000",0,"Prodfra perenne"
"1161","2014714000","2014714000",0,"Prodfra perenne"
"1162","2014715000","2014715000",0,"Prodfra perenne"
"1163","2014717000","2014717000",0,"Prodfra perenne"
"1164","2014720000","2014720000",0,"Prodfra perenne"
"1165","2014732000","2014732000",0,"Prodfra perenne"
"1166","2014734000","2014734000",0,"Prodfra perenne"
"1167","2014736000","2014736000",0,"Prodfra perenne"
"1168","2014739000","2014739000",0,"Prodfra perenne"
"1169","2014740000","2014740000",0,"Prodfra perenne"
"1170","2014750000","2014750000",0,"Prodfra perenne"
"1171","20148000H0","20148000H0",0,"Prodfra perenne"
"1172","2015105010","2015105010",0,"Prodfra perenne"
"1173","2015105020","2015105020",0,"Prodfra perenne"
"1174","2015105030","2015105030",0,"Prodfra perenne"
"1175","2015107500","2015107500",0,"Prodfra perenne"
"1176","2015107700","2015107700",0,"Prodfra perenne"
"1177","2015203000","2015203000",0,"Prodfra perenne"
"1178","2015208000","2015208000",0,"Prodfra perenne"
"1179","2015313000","2015313000",0,"Prodfra perenne"
"1180","2015318000","2015318000",0,"Prodfra perenne"
"1181","2015320000","2015320000",0,"Prodfra perenne"
"1182","2015330000","2015330000",0,"Prodfra perenne"
"1183","2015340000","2015340000",0,"Prodfra perenne"
"1184","2015353000","2015353000",0,"Prodfra perenne"
"1185","2015358000","2015358000",0,"Prodfra perenne"
"1186","2015393000","2015393000",0,"Prodfra perenne"
"1187","2015396000","2015396000",0,"Prodfra perenne"
"1188","2015399000","2015399000",0,"Prodfra perenne"
"1189","2015410000","2015410000",0,"Prodfra perenne"
"1190","2015490000","2015490000",0,"Prodfra perenne"
"1191","2015510000","2015510000",0,"Prodfra perenne"
"1192","2015520000","2015520000",0,"Prodfra perenne"
"1193","2015590000","2015590000",0,"Prodfra perenne"
"1194","2015600000","2015600000",0,"Prodfra perenne"
"1195","2015713000","2015713000",0,"Prodfra perenne"
"1196","2015718000","2015718000",0,"Prodfra perenne"
"1197","2015720000","2015720000",0,"Prodfra perenne"
"1198","2015730000","2015730000",0,"Prodfra perenne"
"1199","2015740000","2015740000",0,"Prodfra perenne"
"1200","2015750000","2015750000",0,"Prodfra perenne"
"1201","2015760000","2015760000",0,"Prodfra perenne"
"1202","2015793000","2015793000",0,"Prodfra perenne"
"1203","2015798000","2015798000",0,"Prodfra perenne"
"1204","2015800000","2015800000",0,"Prodfra perenne"
"1205","2016103500","2016103500",0,"Prodfra perenne"
"1206","2016103900","2016103900",0,"Prodfra perenne"
"1207","2016105000","2016105000",0,"Prodfra perenne"
"1208","2016107000","2016107000",0,"Prodfra perenne"
"1209","2016109000","2016109000",0,"Prodfra perenne"
"1210","2016203500","2016203500",0,"Prodfra perenne"
"1211","2016203900","2016203900",0,"Prodfra perenne"
"1212","2016205000","2016205000",0,"Prodfra perenne"
"1213","2016207000","2016207000",0,"Prodfra perenne"
"1214","2016209000","2016209000",0,"Prodfra perenne"
"1215","2016301000","2016301000",0,"Prodfra perenne"
"1216","2016302300","2016302300",0,"Prodfra perenne"
"1217","2016302500","2016302500",0,"Prodfra perenne"
"1218","2016304000","2016304000",0,"Prodfra perenne"
"1219","2016306000","2016306000",0,"Prodfra perenne"
"1220","2016309000","2016309000",0,"Prodfra perenne"
"1221","2016401300","2016401300",0,"Prodfra perenne"
"1222","2016401510","2016401510",0,"Prodfra perenne"
"1223","2016401520","2016401520",0,"Prodfra perenne"
"1224","2016402000","2016402000",0,"Prodfra perenne"
"1225","2016403000","2016403000",0,"Prodfra perenne"
"1226","2016404000","2016404000",0,"Prodfra perenne"
"1227","2016405000","2016405000",0,"Prodfra perenne"
"1228","2016406200","2016406200",0,"Prodfra perenne"
"1229","2016406400","2016406400",0,"Prodfra perenne"
"1230","2016407000","2016407000",0,"Prodfra perenne"
"1231","2016408000","2016408000",0,"Prodfra perenne"
"1232","2016409000","2016409000",0,"Prodfra perenne"
"1233","2016513000","2016513000",0,"Prodfra perenne"
"1234","2016515000","2016515000",0,"Prodfra perenne"
"1235","2016523000","2016523000",0,"Prodfra perenne"
"1236","2016525000","2016525000",0,"Prodfra perenne"
"1237","2016527000","2016527000",0,"Prodfra perenne"
"1238","2016535000","2016535000",0,"Prodfra perenne"
"1239","2016539000","2016539000",0,"Prodfra perenne"
"1240","2016545000","2016545000",0,"Prodfra perenne"
"1241","2016549000","2016549000",0,"Prodfra perenne"
"1242","2016555000","2016555000",0,"Prodfra perenne"
"1243","2016557000","2016557000",0,"Prodfra perenne"
"1244","2016563000","2016563000",0,"Prodfra perenne"
"1245","2016565000","2016565000",0,"Prodfra perenne"
"1246","2016567000","2016567000",0,"Prodfra perenne"
"1247","2016570000","2016570000",0,"Prodfra perenne"
"1248","2016592000","2016592000",0,"Prodfra perenne"
"1249","2016594000","2016594000",0,"Prodfra perenne"
"1250","2016596000","2016596000",0,"Prodfra perenne"
"1251","2016597000","2016597000",0,"Prodfra perenne"
"1252","2017105000","2017105000",0,"Prodfra perenne"
"1253","2017109000","2017109000",0,"Prodfra perenne"
"1254","2020113000","2020113000",0,"Prodfra perenne"
"1255","2020114000","2020114000",0,"Prodfra perenne"
"1256","2020115000","2020115000",0,"Prodfra perenne"
"1257","2020116000","2020116000",0,"Prodfra perenne"
"1258","2020119000","2020119000",0,"Prodfra perenne"
"1259","2020122000","2020122000",0,"Prodfra perenne"
"1260","2020123000","2020123000",0,"Prodfra perenne"
"1261","2020124000","2020124000",0,"Prodfra perenne"
"1262","2020125000","2020125000",0,"Prodfra perenne"
"1263","2020126000","2020126000",0,"Prodfra perenne"
"1264","2020127000","2020127000",0,"Prodfra perenne"
"1265","2020129000","2020129000",0,"Prodfra perenne"
"1266","2020135000","2020135000",0,"Prodfra perenne"
"1267","2020137000","2020137000",0,"Prodfra perenne"
"1268","2020143000","2020143000",0,"Prodfra perenne"
"1269","2020145000","2020145000",0,"Prodfra perenne"
"1270","2020149000","2020149000",0,"Prodfra perenne"
"1271","2020151500","2020151500",0,"Prodfra perenne"
"1272","2020153000","2020153000",0,"Prodfra perenne"
"1273","2020154500","2020154500",0,"Prodfra perenne"
"1274","2020156000","2020156000",0,"Prodfra perenne"
"1275","2020157500","2020157500",0,"Prodfra perenne"
"1276","2020159000","2020159000",0,"Prodfra perenne"
"1277","2020193000","2020193000",0,"Prodfra perenne"
"1278","2020198000","2020198000",0,"Prodfra perenne"
"1279","2030115010","2030115010",0,"Prodfra perenne"
"1280","2030115020","2030115020",0,"Prodfra perenne"
"1281","2030115030","2030115030",0,"Prodfra perenne"
"1282","2030117010","2030117000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1283","2030117020","2030117000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1284","2030117030","2030117000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1285","2030122510","2030122500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1286","2030122520","2030122500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1287","2030122530","2030122500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1288","2030122910","2030122900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1289","2030122920","2030122900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1290","2030122930","2030122900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1291","2030122940","2030122900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1292","2030123010","2030123000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1293","2030123020","2030123000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1294","2030125010","2030125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1295","2030125020","2030125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1296","2030127010","2030127000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1297","2030127020","2030127000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1298","2030129010","2030129000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1299","2030129020","2030129000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1300","2030129030","2030129000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1301","2030213000","2030213000",0,"Prodfra perenne"
"1302","2030215000","2030215000",0,"Prodfra perenne"
"1303","2030217000","2030217000",0,"Prodfra perenne"
"1304","2030221300","2030221300",0,"Prodfra perenne"
"1305","2030221510","2030221500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1306","2030221520","2030221500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1307","2030222000","2030222000",0,"Prodfra perenne"
"1308","2030223000","2030223000",0,"Prodfra perenne"
"1309","2030224000","2030224000",0,"Prodfra perenne"
"1310","2030225310","2030225300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1311","2030225320","2030225300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1312","2030225510","2030225500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1313","2030225520","2030225500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1314","2030226000","2030226000",0,"Prodfra perenne"
"1315","2030227300","2030227300",0,"Prodfra perenne"
"1316","2030227900","2030227900",0,"Prodfra perenne"
"1317","2030235000","2030235000",0,"Prodfra perenne"
"1318","2030237000","2030237000",0,"Prodfra perenne"
"1319","2030245010","2030245000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1320","2030245020","2030245000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1321","2030245030","2030245000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1322","2030247010","2030247000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"1323","2030247020","2030247000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
